window_tag,cumulative_return_pct,annualized_return_pct,max_drawdown_pct,sharpe,win_rate_pct,profit_factor
win000_tr20100101-20141231_te20150101-20150331_va20150401-20150630,41.2083544188441,340.5131929372929,23.720176044664566,3.979177827811464,49.122807017543856,1.3956021070724118
win001_tr20100701-20150630_te20150701-20150930_va20151001-20151231,-52.14130614478499,-94.97455624930491,57.12782506423492,-0.7021023444213274,49.2063492063492,0.7067278992423256
win002_tr20110101-20151231_te20160101-20160331_va20160401-20160630,-55.182306245916436,-96.55896675268752,55.82821462778013,-0.9491135955986933,42.3728813559322,0.5955941242924131
win003_tr20110701-20160630_te20160701-20160930_va20161001-20161231,23.828128240374895,142.80233980076423,40.31696895170264,1.534793020627205,49.2063492063492,1.2075017674807553
win004_tr20120101-20161231_te20170101-20170331_va20170401-20170630,9.548071198151936,46.64646705071351,19.760962352166352,0.6164632863193281,49.152542372881356,1.1025672291682889
win005_tr20120701-20170630_te20170701-20170930_va20171001-20171231,-30.462012625012175,-77.86231832465627,37.508982766792094,-1.3820816558609286,46.15384615384615,0.6703344577819096
win006_tr20130101-20171231_te20180101-20180331_va20180401-20180630,-34.910589713587584,-83.51591107962714,54.37876624653653,-1.145885262719169,40.67796610169492,0.6513290903161009
win007_tr20130701-20180630_te20180701-20180930_va20181001-20181231,-33.51538454612902,-81.62649160455764,37.52144449007443,-1.3567020305352502,48.4375,0.6554031450845336
win008_tr20140101-20181231_te20190101-20190331_va20190401-20190630,-50.72382419751526,-95.05005093530282,61.91484698743525,-0.9872430800796876,37.93103448275862,0.6355226336261618
win009_tr20140701-20190630_te20190701-20190930_va20191001-20191231,-74.62352469500793,-99.6171896308577,66.15494114549085,-0.987085957692785,42.1875,0.3761171798492059
win010_tr20150101-20191231_te20200101-20200331_va20200401-20200630,-30.32377886198749,-77.29979750931226,52.88353816554405,-0.8289988102342223,44.827586206896555,0.824255164777246
win011_tr20150701-20200630_te20200701-20200930_va20201001-20201231,-31.79988312572896,-78.8434617474405,57.45514858479065,-0.8548244716234104,46.15384615384615,0.7747961480158042
win012_tr20160101-20201231_te20210101-20210331_va20210401-20210630,-54.36361250959094,-96.42675145976851,65.28392733283965,-0.8392108466119115,32.758620689655174,0.6498469436750206
win013_tr20160701-20210630_te20210701-20210930_va20211001-20211231,30.489096281520066,194.46841804064968,33.35761557730474,1.7404041788622104,57.14285714285714,1.1459397350101508
win014_tr20170101-20211231_te20220101-20220331_va20220401-20220630,87.42470837658391,1341.1891529640538,28.236550908802087,14.504382307934053,58.620689655172406,1.6142502490205148
win015_tr20170701-20220630_te20220701-20220930_va20221001-20221231,-25.7649635450501,-70.96288090584137,48.49134975197921,-0.8489783476356532,40.625,0.8243466693475175
win016_tr20180101-20221231_te20230101-20230331_va20230401-20230630,-19.93723768919121,-60.68349606816319,31.182962680004035,-0.7537527883154231,49.152542372881356,0.8261320937055594
win017_tr20180701-20230630_te20230701-20230930_va20231001-20231231,-5.325484441273963,-20.526935114354227,19.04827977447605,-0.3858501244458101,45.3125,0.9450503409448332
win018_tr20190101-20231231_te20240101-20240331_va20240401-20240630,-60.06689567937962,-97.88024210179971,60.90452224481293,-1.2595907985976407,43.103448275862064,0.436779782915226
win019_tr20190701-20240630_te20240701-20240930_va20241001-20241231,38.38777424353284,273.78476686305544,39.94363986758501,2.166512655147488,47.61904761904761,1.223428136552158
win020_tr20200101-20241231_te20250101-20250331_va20250401-20250630,125.38762000175714,2816.488494954621,13.50306161391125,34.393309902456295,54.385964912280706,2.3761249682934094
win021_tr20200701-20250630_te20250701-20250930_va20251001-20251231,-17.755894969379053,-54.76580197962486,33.17418043151943,-0.7224332707142721,40.0,0.8621411466772397
