window_tag,train_start,train_end,test_start,test_end,val_start,val_end,test_final_capital,test_cumulative_return_pct,test_annualized_return_pct,test_max_drawdown_pct,test_sharpe,test_win_rate_pct,test_profit_factor,test_total_trades,test_trade_days,val_final_capital,val_cumulative_return_pct,val_annualized_return_pct,val_max_drawdown_pct,val_sharpe,val_win_rate_pct,val_profit_factor,val_total_trades,val_trade_days
win004_tr20120101-20161231_te20170101-20170331_va20170401-20170630,2012-01-01,2016-12-31,2017-01-01,2017-03-31,2017-04-01,2017-06-30,801230.5398140083,-19.87694601859917,-60.55904587340206,31.656302473402913,-0.9023805307713377,42.3728813559322,0.7921171935996739,118,59,783049.6709684735,-21.695032903152647,-64.60733010339614,34.30974126364264,-0.9985637550179988,41.66666666666667,0.7398569631161345,120,60
win011_tr20150701-20200630_te20200701-20200930_va20201001-20201231,2015-07-01,2020-06-30,2020-07-01,2020-09-30,2020-10-01,2020-12-31,148586.98971602003,-85.141301028398,-99.95638639197547,88.4794167433104,-0.7141304947160836,26.153846153846157,0.44368736110216145,130,65,520179.8852967066,-47.98201147032935,-94.3648608036294,48.95353605356812,-1.4676214448144438,33.33333333333333,0.5201554820934805,120,60
win018_tr20190101-20231231_te20240101-20240331_va20240401-20240630,2019-01-01,2023-12-31,2024-01-01,2024-03-31,2024-04-01,2024-06-30,435343.29276022327,-56.46567072397767,-96.95409393050828,53.08068364220673,-0.9974415923879719,41.37931034482759,0.5109235355436691,116,58,229053.58516646523,-77.09464148335347,-99.79448697555827,79.00545989060119,-0.8810095493991743,32.758620689655174,0.33353695902170666,116,58
win001_tr20100701-20150630_te20150701-20150930_va20151001-20151231,2010-07-01,2015-06-30,2015-07-01,2015-09-30,2015-10-01,2015-12-31,1298851.4809642711,29.885148096427113,188.9763354075671,42.886918475611765,1.2856636156263181,53.96825396825397,1.1118149934846044,126,63,1792265.3660784625,79.22653660784624,1164.2924816473358,17.25458542850814,15.730507270660329,54.09836065573771,1.6745193027865581,122,61
win008_tr20140101-20181231_te20190101-20190331_va20190401-20190630,2014-01-01,2018-12-31,2019-01-01,2019-03-31,2019-04-01,2019-06-30,583063.4494970287,-41.69365505029713,-89.88482772722517,63.45398078990955,-0.7942018668055758,50.0,0.6946329333441406,116,58,467012.0007158432,-53.29879992841568,-95.90976844398155,71.98356178283352,-0.7592502636348923,47.45762711864407,0.5924335284891353,118,59
win015_tr20170701-20220630_te20220701-20220930_va20221001-20221231,2017-07-01,2022-06-30,2022-07-01,2022-09-30,2022-10-01,2022-12-31,897361.2139487943,-10.26387860512057,-36.20486680053371,22.416777832326897,-0.5040211898750582,43.75,0.9074701432773885,128,64,552154.5097344958,-44.78454902655042,-93.1311429415539,46.90386382396138,-1.1282491147777995,41.66666666666667,0.5974361348541103,120,60
win002_tr20110101-20151231_te20160101-20160331_va20160401-20160630,2011-01-01,2015-12-31,2016-01-01,2016-03-31,2016-04-01,2016-06-30,406827.5327225345,-59.31724672774655,-97.70809376977243,68.30386506694148,-0.9656660755299955,44.06779661016949,0.48864940377867455,118,59,850414.4512525009,-14.958554874749913,-49.75015268003854,40.54689044060077,-0.7700307354100083,38.333333333333336,0.8305592155578255,120,60
win009_tr20140701-20190630_te20190701-20190930_va20191001-20191231,2014-07-01,2019-06-30,2019-07-01,2019-09-30,2019-10-01,2019-12-31,856438.7465203558,-14.356125347964419,-46.683801040143166,42.901452692895404,-0.49964411078540555,37.5,0.8758639188904207,128,64,385949.8787337549,-61.40501212662451,-98.40724935001346,71.2343243238756,-0.8337550188653261,40.98360655737705,0.4481276553453538,122,61
win016_tr20180101-20221231_te20230101-20230331_va20230401-20230630,2018-01-01,2022-12-31,2023-01-01,2023-03-31,2023-04-01,2023-06-30,1368254.7002092125,36.825470020921244,272.96357058523535,14.765943908583216,4.177239508727252,49.152542372881356,1.401225945952375,118,59,302616.2388184762,-69.73837611815237,-99.29950054219762,69.95346490948508,-0.9656632400673993,35.59322033898305,0.42503690017653406,118,59
win006_tr20130101-20171231_te20180101-20180331_va20180401-20180630,2013-01-01,2017-12-31,2018-01-01,2018-03-31,2018-04-01,2018-06-30,1235180.509814975,23.51805098149751,142.72228447864785,22.40346846859691,1.6188462512214938,55.932203389830505,1.1883330836602968,118,59,236144.08929305983,-76.38559107069402,-99.74977613324583,75.09256545231999,-1.2741848486058418,35.0,0.2958543934861091,120,60
